,Content ID,Reaction Type,Datetime,User ID,Content Type,Category,Sentiment,Score
11,97522e57-d9ab-4bd6-97bf-c24d952602d2,interested,2020-11-01 01:16:21,b143cd2b-20b1-4e9c-9bb7-cfb359b33d01,photo,Studying,positive,30
12,97522e57-d9ab-4bd6-97bf-c24d952602d2,hate,2020-10-07 18:39:08,48e834aa-fd4a-4206-93e8-ac8fdac613bc,photo,Studying,negative,5
13,97522e57-d9ab-4bd6-97bf-c24d952602d2,scared,2020-09-03 18:51:38,7246fed1-8725-4dbb-bccd-5451346f122d,photo,Studying,negative,15
14,97522e57-d9ab-4bd6-97bf-c24d952602d2,super love,2021-02-24 05:09:23,9664d628-9163-4aae-94e0-311f3bdb2f11,photo,Studying,positive,75
15,97522e57-d9ab-4bd6-97bf-c24d952602d2,peeking,2020-09-23 06:24:11,2dd186bb-7a28-4e80-99c7-f1936afc7b49,photo,Studying,neutral,35
16,97522e57-d9ab-4bd6-97bf-c24d952602d2,indifferent,2021-02-24 11:37:57,f4ed8f9c-5eac-4d77-a206-c60afda2921a,photo,Studying,neutral,20
17,97522e57-d9ab-4bd6-97bf-c24d952602d2,interested,2021-05-22 19:44:23,5d454588-283d-459d-915d-c48a2cb4c27f,photo,Studying,positive,30
18,97522e57-d9ab-4bd6-97bf-c24d952602d2,peeking,2020-11-20 17:26:23,35d6a1f3-e358-4d4b-8074-05f3b7f35c2a,photo,Studying,neutral,35
19,97522e57-d9ab-4bd6-97bf-c24d952602d2,worried,2021-04-11 20:47:13,c64c5004-6ab5-4faa-9fcd-8039fe57799d,photo,Studying,negative,12
20,97522e57-d9ab-4bd6-97bf-c24d952602d2,like,2021-06-13 16:46:06,4cff698b-def1-497c-a78e-75058de67fe8,photo,Studying,positive,50
21,97522e57-d9ab-4bd6-97bf-c24d952602d2,heart,2021-04-11 14:29:59,0a1cde57-79ab-4c61-b664-1d3b290b43cf,photo,Studying,positive,60
22,97522e57-d9ab-4bd6-97bf-c24d952602d2,worried,2021-03-02 19:21:19,afab7336-04d3-45fe-8917-0327c56e7435,photo,Studying,negative,12
23,97522e57-d9ab-4bd6-97bf-c24d952602d2,hate,2020-06-27 18:44:39,29ba1f29-2e45-41bd-9c43-05d0dae6c1c6,photo,Studying,negative,5
24,97522e57-d9ab-4bd6-97bf-c24d952602d2,hate,2021-05-09 21:05:17,e74edcea-5db4-4412-a4ce-eb7c5adc314a,photo,Studying,negative,5
25,97522e57-d9ab-4bd6-97bf-c24d952602d2,cherish,2020-08-04 23:58:42,69527334-c362-47df-87fc-5e2b5e2605e5,photo,Studying,positive,70
26,97522e57-d9ab-4bd6-97bf-c24d952602d2,super love,2020-08-28 03:57:20,bc142f57-1307-46c6-9975-8c3a1e5f540c,photo,Studying,positive,75
27,97522e57-d9ab-4bd6-97bf-c24d952602d2,scared,2021-04-20 23:48:12,d6204684-926d-41db-ae9c-a7bf2e76313a,photo,Studying,negative,15
28,97522e57-d9ab-4bd6-97bf-c24d952602d2,interested,2021-03-07 12:40:11,941db1b1-270d-47f8-8a96-43f5a7481f03,photo,Studying,positive,30
29,97522e57-d9ab-4bd6-97bf-c24d952602d2,indifferent,2021-05-24 03:21:13,163daa38-8b77-48c9-9af6-37a6c1447ac2,photo,Studying,neutral,20
30,97522e57-d9ab-4bd6-97bf-c24d952602d2,super love,2021-01-24 11:03:43,568e7c6f-b1e9-4a85-897c-aaaaa0ce8832,photo,Studying,positive,75
31,97522e57-d9ab-4bd6-97bf-c24d952602d2,disgust,2021-04-09 02:46:20,13c06e7e-833d-47eb-a790-5e09ccfd8d2c,photo,Studying,negative,0
32,97522e57-d9ab-4bd6-97bf-c24d952602d2,super love,2021-02-02 03:43:43,5ad56e97-58f6-4e66-9b8f-5c16358a9a97,photo,Studying,positive,75
33,97522e57-d9ab-4bd6-97bf-c24d952602d2,interested,2021-02-04 03:06:12,bcdf88dc-2a52-4716-bc24-a1b46040c8ce,photo,Studying,positive,30
34,97522e57-d9ab-4bd6-97bf-c24d952602d2,dislike,2020-11-09 02:49:59,69532ce2-1ffe-4187-8042-0230d115b24e,photo,Studying,negative,10
35,97522e57-d9ab-4bd6-97bf-c24d952602d2,scared,2020-09-29 16:00:27,8f3d5674-544d-4f70-b4c1-7b9d93371855,photo,Studying,negative,15
36,97522e57-d9ab-4bd6-97bf-c24d952602d2,want,2021-02-13 07:54:01,9be473d9-cfdf-4954-bae2-09b0555a8ebb,photo,Studying,positive,70
37,97522e57-d9ab-4bd6-97bf-c24d952602d2,interested,2020-07-14 05:28:44,48e26178-5cdd-4568-9990-d3bc5937910b,photo,Studying,positive,30
38,97522e57-d9ab-4bd6-97bf-c24d952602d2,indifferent,2020-08-23 10:30:37,ed5e1675-94a8-482c-8b43-1b9bb71d0495,photo,Studying,neutral,20
39,97522e57-d9ab-4bd6-97bf-c24d952602d2,worried,2021-05-10 09:27:42,d81dc9d9-a614-40f1-9dd4-7a4a05bac243,photo,Studying,negative,12
40,97522e57-d9ab-4bd6-97bf-c24d952602d2,hate,2021-03-15 03:59:11,d0ea9a00-4ea9-4c81-b16a-a20b72f824ea,photo,Studying,negative,5
41,9f737e0a-3cdd-4d29-9d24-753f4e3be810,dislike,2020-06-25 17:01:58,ddd079a8-00dd-4aab-9551-11961171db16,photo,Healthy Eating,negative,10
42,9f737e0a-3cdd-4d29-9d24-753f4e3be810,intrigued,2020-09-13 00:11:50,cbc99939-e6a6-4269-9819-bffce6f38751,photo,Healthy Eating,positive,45
43,9f737e0a-3cdd-4d29-9d24-753f4e3be810,peeking,2020-08-20 18:17:06,289044c8-e74c-4814-898a-b3b5eba6e46e,photo,Healthy Eating,neutral,35
44,9f737e0a-3cdd-4d29-9d24-753f4e3be810,scared,2021-02-11 04:53:56,34e8add9-0206-47fd-a501-037b994650a2,photo,Healthy Eating,negative,15
45,9f737e0a-3cdd-4d29-9d24-753f4e3be810,hate,2021-03-08 10:40:53,a483c273-aee5-44bc-883e-d6963157aa4c,photo,Healthy Eating,negative,5
46,9f737e0a-3cdd-4d29-9d24-753f4e3be810,disgust,2021-03-28 21:15:26,8b49caad-bcc5-43de-bf40-34a66ff8805c,photo,Healthy Eating,negative,0
47,9f737e0a-3cdd-4d29-9d24-753f4e3be810,hate,2021-05-25 01:00:28,e6a52b6a-20ec-4b09-bbb7-4a1138014985,photo,Healthy Eating,negative,5
48,9f737e0a-3cdd-4d29-9d24-753f4e3be810,like,2021-03-15 12:17:43,48e26178-5cdd-4568-9990-d3bc5937910b,photo,Healthy Eating,positive,50
49,9f737e0a-3cdd-4d29-9d24-753f4e3be810,love,2021-05-05 16:26:43,3efc3621-873a-4b80-a0cb-27e531d600be,photo,Healthy Eating,positive,65
50,9f737e0a-3cdd-4d29-9d24-753f4e3be810,heart,2021-06-16 03:02:28,91fa7240-3d29-4dd0-baf1-ace7742a6e3f,photo,Healthy Eating,positive,60
51,9f737e0a-3cdd-4d29-9d24-753f4e3be810,indifferent,2020-07-07 10:52:30,afab7336-04d3-45fe-8917-0327c56e7435,photo,Healthy Eating,neutral,20
52,9f737e0a-3cdd-4d29-9d24-753f4e3be810,peeking,2020-08-20 07:59:11,78703a69-8edc-458f-b0fc-85d96501dcdc,photo,Healthy Eating,neutral,35
53,9f737e0a-3cdd-4d29-9d24-753f4e3be810,love,2020-09-23 11:15:19,054b5d2a-7ee3-49c8-912a-1cf58389ae60,photo,Healthy Eating,positive,65
54,9f737e0a-3cdd-4d29-9d24-753f4e3be810,like,2021-03-24 05:56:19,7adafb3c-7c7c-492b-be5b-5ddd9ff1316a,photo,Healthy Eating,positive,50
55,230c4e4d-70c3-461d-b42c-ec09396efb3f,hate,2020-12-07 19:13:23,ad4bd878-55e7-487c-a4db-470b23bbd832,photo,Healthy Eating,negative,5
56,230c4e4d-70c3-461d-b42c-ec09396efb3f,super love,2020-08-03 16:41:04,425b7021-0409-4358-af39-2bff14197d0a,photo,Healthy Eating,positive,75
57,230c4e4d-70c3-461d-b42c-ec09396efb3f,adore,2021-01-10 15:36:01,15cf4392-8541-422b-8957-a9c0380c11d9,photo,Healthy Eating,positive,72
58,230c4e4d-70c3-461d-b42c-ec09396efb3f,scared,2020-09-20 08:48:13,4c731e48-0377-4d7d-b4c8-b2174b774ed8,photo,Healthy Eating,negative,15
59,230c4e4d-70c3-461d-b42c-ec09396efb3f,cherish,2020-07-20 14:06:31,64b33556-9ecf-4ebc-8b4c-f829ab1a4881,photo,Healthy Eating,positive,70
60,230c4e4d-70c3-461d-b42c-ec09396efb3f,adore,2020-10-24 12:15:34,d0ea9a00-4ea9-4c81-b16a-a20b72f824ea,photo,Healthy Eating,positive,72
61,230c4e4d-70c3-461d-b42c-ec09396efb3f,interested,2021-06-06 01:27:19,cfe50481-7c50-48fa-97fa-89b6f137e1bd,photo,Healthy Eating,positive,30
62,230c4e4d-70c3-461d-b42c-ec09396efb3f,heart,2020-12-25 00:09:41,54a8e072-5369-4122-9189-43b55e1a4ba2,photo,Healthy Eating,positive,60
63,230c4e4d-70c3-461d-b42c-ec09396efb3f,like,2021-06-14 07:56:56,15c2ba5b-eeb6-4d9b-a0e2-7d5461a21c0a,photo,Healthy Eating,positive,50
64,230c4e4d-70c3-461d-b42c-ec09396efb3f,hate,2020-11-18 23:37:37,d71363d5-6468-44b0-b641-94c4776bce98,photo,Healthy Eating,negative,5
65,230c4e4d-70c3-461d-b42c-ec09396efb3f,interested,2021-05-09 02:42:43,acbac577-54c9-4476-af3c-a3241a3f4a19,photo,Healthy Eating,positive,30
66,230c4e4d-70c3-461d-b42c-ec09396efb3f,dislike,2021-05-11 08:38:47,89d6bd9d-ce6b-42e5-bb9b-ece3b338396d,photo,Healthy Eating,negative,10
67,230c4e4d-70c3-461d-b42c-ec09396efb3f,peeking,2020-11-12 08:00:05,5870e611-6218-48e1-a9a0-ba86fe5598f7,photo,Healthy Eating,neutral,35
68,230c4e4d-70c3-461d-b42c-ec09396efb3f,heart,2020-06-21 16:57:09,b76ebf8d-3f04-4e7f-aec8-22575f68d9e2,photo,Healthy Eating,positive,60
69,230c4e4d-70c3-461d-b42c-ec09396efb3f,super love,2021-03-04 23:58:54,a6668254-c779-424c-8c8b-1762bf45916e,photo,Healthy Eating,positive,75
70,230c4e4d-70c3-461d-b42c-ec09396efb3f,want,2020-07-09 16:47:07,7f8ef27a-73f4-4bc1-aa62-f8aaea817294,photo,Healthy Eating,positive,70
71,230c4e4d-70c3-461d-b42c-ec09396efb3f,hate,2020-08-01 19:16:01,b6d04982-1509-41ab-a700-b390d6cb4d02,photo,Healthy Eating,negative,5
72,230c4e4d-70c3-461d-b42c-ec09396efb3f,dislike,2020-11-23 22:46:17,225f147b-0951-40a8-96fb-2ceba9f3153a,photo,Healthy Eating,negative,10
73,230c4e4d-70c3-461d-b42c-ec09396efb3f,dislike,2021-04-23 23:41:18,e74edcea-5db4-4412-a4ce-eb7c5adc314a,photo,Healthy Eating,negative,10
74,230c4e4d-70c3-461d-b42c-ec09396efb3f,want,2020-11-13 00:33:42,9b6d35f9-5e15-4cd0-a8d7-b1f3340e02c4,photo,Healthy Eating,positive,70
75,230c4e4d-70c3-461d-b42c-ec09396efb3f,interested,2021-06-09 10:13:56,ab9a4d70-3ae4-48d6-b161-c18bd687c3b4,photo,Healthy Eating,positive,30
76,230c4e4d-70c3-461d-b42c-ec09396efb3f,love,2020-10-29 19:41:49,94bf7864-a52e-405e-a729-9702bf79c234,photo,Healthy Eating,positive,65
77,230c4e4d-70c3-461d-b42c-ec09396efb3f,heart,2021-05-14 12:47:27,31d378e7-9e95-4e8a-b564-7fd346027dfe,photo,Healthy Eating,positive,60
78,230c4e4d-70c3-461d-b42c-ec09396efb3f,disgust,2020-08-04 05:40:33,ef147ea5-9696-44d5-b6c2-a43f62fd8ce2,photo,Healthy Eating,negative,0
79,230c4e4d-70c3-461d-b42c-ec09396efb3f,adore,2020-08-07 04:09:29,29ba1f29-2e45-41bd-9c43-05d0dae6c1c6,photo,Healthy Eating,positive,72
80,230c4e4d-70c3-461d-b42c-ec09396efb3f,adore,2020-10-23 21:19:27,cab84c6a-e342-43ab-85a1-9c6ac1e93bac,photo,Healthy Eating,positive,72
81,230c4e4d-70c3-461d-b42c-ec09396efb3f,adore,2020-11-14 23:53:51,ba55c3a8-5ab2-486a-8c90-b972117453bb,photo,Healthy Eating,positive,72
82,230c4e4d-70c3-461d-b42c-ec09396efb3f,interested,2020-11-12 04:54:46,9a84c667-c913-47ce-be69-0f847dbfe0db,photo,Healthy Eating,positive,30
83,356fff80-da4d-4785-9f43-bc1261031dc6,worried,2021-04-03 12:17:12,c8145b49-3841-466e-9d49-a636ce2e7d1f,photo,Technology,negative,12
84,356fff80-da4d-4785-9f43-bc1261031dc6,want,2020-09-27 22:15:54,ef56931b-540b-4166-9090-73ae48ac8d97,photo,Technology,positive,70
85,356fff80-da4d-4785-9f43-bc1261031dc6,heart,2020-10-27 05:45:15,241d5c6e-06c7-491b-b23e-f8d6ddc0240a,photo,Technology,positive,60
86,356fff80-da4d-4785-9f43-bc1261031dc6,scared,2020-10-15 09:11:23,8f41c07f-db4f-44f3-ae81-1f99cee047eb,photo,Technology,negative,15
87,356fff80-da4d-4785-9f43-bc1261031dc6,heart,2021-05-07 09:16:35,2ef20e99-8be8-4ab6-a817-83991f7a0fa3,photo,Technology,positive,60
88,356fff80-da4d-4785-9f43-bc1261031dc6,hate,2020-09-16 08:39:40,0c5b0547-820a-4beb-832e-3162f74ccfa7,photo,Technology,negative,5
89,356fff80-da4d-4785-9f43-bc1261031dc6,indifferent,2020-10-29 15:38:26,de1d478e-3552-4223-b039-d3086cc485ec,photo,Technology,neutral,20
90,01ab84dd-6364-4236-abbb-3f237db77180,scared,2021-05-24 18:03:26,f9ecf6a2-8402-43b3-bf22-8cd54394ea02,video,Food,negative,15
91,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,interested,2021-02-25 20:02:53,b7fb2028-4cfc-440b-a1b1-4101f12f7abe,GIF,Cooking,positive,30
92,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,hate,2021-05-02 03:45:03,2546684f-0387-4c46-b19b-9a5ddb2ef221,GIF,Cooking,negative,5
93,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,want,2021-01-28 08:49:29,bc142f57-1307-46c6-9975-8c3a1e5f540c,GIF,Cooking,positive,70
94,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,peeking,2021-02-15 13:06:04,766886c9-a63a-4446-bb4a-07d611b3b212,GIF,Cooking,neutral,35
95,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,dislike,2020-11-04 21:25:52,d16ed6bf-d35e-463b-92b0-393ee67e220c,GIF,Cooking,negative,10
96,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,love,2020-06-23 22:12:03,4172c4ea-8fd9-4e50-bd2c-7020eab84f34,GIF,Cooking,positive,65
97,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,cherish,2021-02-16 04:01:15,132b1407-16fa-48f8-8112-3e426974bbb7,GIF,Cooking,positive,70
98,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,interested,2021-01-03 08:44:25,9bb5d084-0b28-4352-8591-5b5a4efecdf0,GIF,Cooking,positive,30
99,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,adore,2020-11-25 12:45:41,49da0743-cb4d-4c84-b6a2-537bbe7256d1,GIF,Cooking,positive,72
100,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,like,2021-05-22 21:03:24,8b49caad-bcc5-43de-bf40-34a66ff8805c,GIF,Cooking,positive,50
101,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,cherish,2021-01-18 13:39:54,4c0558bc-b0d9-44b0-8b70-5fc6acb6c362,GIF,Cooking,positive,70
102,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,indifferent,2021-01-06 00:35:24,3205ad12-726a-4b65-a15a-1a899a9d310b,GIF,Cooking,neutral,20
103,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,adore,2021-05-14 14:33:17,1f81cb56-5258-4f9e-ab2c-4dfb581b44cb,GIF,Cooking,positive,72
104,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,worried,2021-05-27 15:21:54,15c2ba5b-eeb6-4d9b-a0e2-7d5461a21c0a,GIF,Cooking,negative,12
105,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,peeking,2020-07-21 02:12:26,80fc5e28-17ac-4e79-b9df-0d500abbe8b5,GIF,Cooking,neutral,35
106,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,dislike,2021-05-26 06:09:46,48bed4d7-0329-472c-96d9-b23a103eb834,GIF,Cooking,negative,10
107,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,dislike,2021-02-25 03:16:57,cab84c6a-e342-43ab-85a1-9c6ac1e93bac,GIF,Cooking,negative,10
108,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,intrigued,2020-12-07 22:50:16,0c347562-ce55-450b-91ab-0707662b36f5,GIF,Cooking,positive,45
109,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,peeking,2020-09-01 21:18:45,a6f003be-b0fd-4100-b4cc-f568a21b9745,GIF,Cooking,neutral,35
110,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,adore,2021-05-10 22:07:25,d27670c9-f85e-43e0-80a7-122cba908f10,GIF,Cooking,positive,72
111,3f8590c7-6ab2-4973-805a-90cdec355f05,cherish,2021-02-12 16:37:36,0c5b0547-820a-4beb-832e-3162f74ccfa7,video,Dogs,positive,70
112,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,2021-04-28 15:22:49,2ef20e99-8be8-4ab6-a817-83991f7a0fa3,video,Dogs,positive,60
113,3f8590c7-6ab2-4973-805a-90cdec355f05,intrigued,2021-01-24 00:38:50,1e571af5-1796-424c-b744-a925897d44a3,video,Dogs,positive,45
114,3f8590c7-6ab2-4973-805a-90cdec355f05,worried,2021-03-18 01:53:44,48bed4d7-0329-472c-96d9-b23a103eb834,video,Dogs,negative,12
115,3f8590c7-6ab2-4973-805a-90cdec355f05,disgust,2021-01-14 07:21:32,4c0558bc-b0d9-44b0-8b70-5fc6acb6c362,video,Dogs,negative,0
116,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,2020-12-23 04:11:42,77a7b81e-96f7-4e5a-92c7-5b07f7333913,video,Dogs,positive,60
117,3f8590c7-6ab2-4973-805a-90cdec355f05,hate,2021-05-21 07:23:46,e6a52b6a-20ec-4b09-bbb7-4a1138014985,video,Dogs,negative,5
118,3f8590c7-6ab2-4973-805a-90cdec355f05,like,2021-03-28 23:25:16,dbacabf8-7ebd-4f22-a261-59d8dad306f1,video,Dogs,positive,50
119,3f8590c7-6ab2-4973-805a-90cdec355f05,peeking,2020-09-16 07:33:24,c43c2351-9591-4122-acdd-b521723d7292,video,Dogs,neutral,35
120,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,2021-03-06 05:23:29,8dda1a41-9e57-4944-bd36-18c0ac343b13,video,Dogs,positive,60
121,3f8590c7-6ab2-4973-805a-90cdec355f05,disgust,2021-01-13 23:35:56,10f311c3-f547-4260-8c0e-a155008b7936,video,Dogs,negative,0
122,3f8590c7-6ab2-4973-805a-90cdec355f05,want,2020-09-06 22:35:47,37867a23-d07b-4990-8fa8-d694cf7d3b1b,video,Dogs,positive,70
123,3f8590c7-6ab2-4973-805a-90cdec355f05,interested,2020-06-24 09:31:00,1e6db00c-22dd-4ae9-80e3-95f7a88b18b8,video,Dogs,positive,30
124,3f8590c7-6ab2-4973-805a-90cdec355f05,hate,2021-02-07 21:39:16,9e9cf8e7-6731-47da-bc0f-3a487e835586,video,Dogs,negative,5
125,3f8590c7-6ab2-4973-805a-90cdec355f05,intrigued,2021-01-21 18:28:01,e43acf25-fcfb-4dbf-bc8c-ccbe16c329e7,video,Dogs,positive,45
126,3f8590c7-6ab2-4973-805a-90cdec355f05,dislike,2021-02-27 00:21:50,bfe23c39-f814-4282-b0f7-506cd8295b8a,video,Dogs,negative,10
127,3f8590c7-6ab2-4973-805a-90cdec355f05,worried,2020-08-22 12:06:49,de39bbda-66a8-4c52-835a-7a104cf7f081,video,Dogs,negative,12
128,3f8590c7-6ab2-4973-805a-90cdec355f05,cherish,2020-08-03 06:29:58,5a1ab9a3-1983-4021-9557-d3700a276746,video,Dogs,positive,70
129,3f8590c7-6ab2-4973-805a-90cdec355f05,want,2021-06-04 04:57:36,cab84c6a-e342-43ab-85a1-9c6ac1e93bac,video,Dogs,positive,70
130,3f8590c7-6ab2-4973-805a-90cdec355f05,super love,2020-10-21 09:07:21,13c06e7e-833d-47eb-a790-5e09ccfd8d2c,video,Dogs,positive,75
131,3f8590c7-6ab2-4973-805a-90cdec355f05,dislike,2020-12-26 19:46:34,91fa7240-3d29-4dd0-baf1-ace7742a6e3f,video,Dogs,negative,10
132,3f8590c7-6ab2-4973-805a-90cdec355f05,scared,2021-03-02 22:47:19,596342af-6379-4551-8379-f4b805f9d576,video,Dogs,negative,15
133,3f8590c7-6ab2-4973-805a-90cdec355f05,indifferent,2021-03-31 09:48:00,939dbcf5-024b-4e63-9e7e-2f15c8b346ba,video,Dogs,neutral,20
134,3f8590c7-6ab2-4973-805a-90cdec355f05,interested,2021-06-14 13:44:48,a6133f47-5586-434e-8be1-1e7122db1c0e,video,Dogs,positive,30
135,3f8590c7-6ab2-4973-805a-90cdec355f05,scared,2020-12-27 17:04:31,fa3e42f0-71d8-455f-b024-e52d5c27a145,video,Dogs,negative,15
136,3f8590c7-6ab2-4973-805a-90cdec355f05,scared,2021-02-11 03:51:01,740a4abd-187d-4783-990b-161c52fb5f86,video,Dogs,negative,15
137,3f8590c7-6ab2-4973-805a-90cdec355f05,interested,2020-12-07 19:07:35,15cf4392-8541-422b-8957-a9c0380c11d9,video,Dogs,positive,30
138,3f8590c7-6ab2-4973-805a-90cdec355f05,interested,2020-10-26 05:27:32,8dda1a41-9e57-4944-bd36-18c0ac343b13,video,Dogs,positive,30
139,3f8590c7-6ab2-4973-805a-90cdec355f05,worried,2020-09-26 18:43:58,6178d76a-af2e-4453-93ee-02ca23ed3fdc,video,Dogs,negative,12
140,3f8590c7-6ab2-4973-805a-90cdec355f05,scared,2020-11-25 13:01:22,3a752edf-f723-46a5-bffb-4a9ed6475546,video,Dogs,negative,15
141,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,2020-07-11 05:51:54,79acce4b-b991-4a68-b762-d496686a4f32,video,Dogs,positive,60
142,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,2021-03-19 16:23:19,80c36ce2-2cef-4a47-a563-d2a60a2b1825,video,Dogs,positive,60
143,3f8590c7-6ab2-4973-805a-90cdec355f05,interested,2020-10-11 18:31:06,73a9e869-62a6-4508-b146-20dc9de19276,video,Dogs,positive,30
144,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,2020-11-02 20:15:03,e43acf25-fcfb-4dbf-bc8c-ccbe16c329e7,video,Dogs,positive,60
145,3f8590c7-6ab2-4973-805a-90cdec355f05,want,2020-10-01 03:35:13,192a526b-4952-4bda-b659-4661dab12716,video,Dogs,positive,70
146,3f8590c7-6ab2-4973-805a-90cdec355f05,disgust,2021-02-11 20:10:20,054b5d2a-7ee3-49c8-912a-1cf58389ae60,video,Dogs,negative,0
147,3f8590c7-6ab2-4973-805a-90cdec355f05,hate,2020-10-17 11:46:24,89572273-761e-46f3-8b99-1689d98aac90,video,Dogs,negative,5
148,3f8590c7-6ab2-4973-805a-90cdec355f05,like,2020-08-09 19:41:24,c8145b49-3841-466e-9d49-a636ce2e7d1f,video,Dogs,positive,50
149,3f8590c7-6ab2-4973-805a-90cdec355f05,love,2021-02-01 02:40:09,4bcb2c2e-36ed-4d5d-90a1-440993e9f6d2,video,Dogs,positive,65
150,3f8590c7-6ab2-4973-805a-90cdec355f05,adore,2021-01-30 09:36:48,93dd80c0-4ff2-42ed-9949-1621b0a68c63,video,Dogs,positive,72
151,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,want,2021-03-31 15:24:36,41cd692a-be3c-4acd-a2c8-184586bdc180,video,Technology,positive,70
152,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,super love,2021-02-05 17:00:19,0f1f6aef-b094-4b4d-b6b6-412ebc42c12b,video,Technology,positive,75
153,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,heart,2021-02-19 16:29:59,7bf3ce80-784e-42a0-b06a-dbbd1e31a9b7,video,Technology,positive,60
154,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,worried,2020-07-25 00:00:21,6fd58dea-315a-4ab2-8023-424a6ff455cd,video,Technology,negative,12
155,0bedca96-fb76-4287-a83c-17330ed39cce,adore,2020-07-13 02:38:53,68724f58-bc4d-4ab0-a4e1-60cdd5e95e7d,photo,Soccer,positive,72
156,0bedca96-fb76-4287-a83c-17330ed39cce,indifferent,2021-01-13 13:11:03,91bec0ab-a8d4-421e-b333-e511c7c6f9a0,photo,Soccer,neutral,20
157,0bedca96-fb76-4287-a83c-17330ed39cce,worried,2021-01-02 16:46:38,375985a6-ae79-43d2-b7c6-b182d83f1eaf,photo,Soccer,negative,12
158,0bedca96-fb76-4287-a83c-17330ed39cce,intrigued,2020-11-26 02:25:57,941db1b1-270d-47f8-8a96-43f5a7481f03,photo,Soccer,positive,45
159,0bedca96-fb76-4287-a83c-17330ed39cce,want,2020-08-25 19:18:58,ded166ee-173b-4a56-bc6d-464c35709670,photo,Soccer,positive,70
160,0bedca96-fb76-4287-a83c-17330ed39cce,hate,2021-02-01 00:15:07,1582dac6-ebec-43ed-a34a-1a202ca72627,photo,Soccer,negative,5
161,0bedca96-fb76-4287-a83c-17330ed39cce,love,2021-06-04 14:36:48,c07fd88f-9e7b-47eb-8477-8fcbffb7c5c8,photo,Soccer,positive,65
